id	knockdown_method	target	cell	cell_type	db	platform	rep	sign
shRNA.AGO1.HepG2.Liver_Cell_line.ENCODE.ENCSR533HXS.c2	shRNA	AGO1	HepG2	Liver_Cell_line	ENCODE	ENCSR533HXS	c2	1
CRISPRi.TEAD4.K562.Haematopoietic_Cell_line.ENCODE.ENCSR550FIL.k1	CRISPRi	TEAD4	K562	Haematopoietic_Cell_line	ENCODE	ENCSR550FIL	k1	-1
CRISPRi.TEAD4.K562.Haematopoietic_Cell_line.ENCODE.ENCSR550FIL.k2	CRISPRi	TEAD4	K562	Haematopoietic_Cell_line	ENCODE	ENCSR550FIL	k2	-1
CRISPRi.TEAD4.K562.Haematopoietic_Cell_line.ENCODE.ENCSR550FIL.c1	CRISPRi	TEAD4	K562	Haematopoietic_Cell_line	ENCODE	ENCSR550FIL	c1	1
CRISPRi.TEAD4.K562.Haematopoietic_Cell_line.ENCODE.ENCSR550FIL.c2	CRISPRi	TEAD4	K562	Haematopoietic_Cell_line	ENCODE	ENCSR550FIL	c2	1
shRNA.SAFB2.HepG2.Liver_Cell_line.ENCODE.ENCSR110ZYD.k1	shRNA	SAFB2	HepG2	Liver_Cell_line	ENCODE	ENCSR110ZYD	k1	-1
shRNA.SAFB2.HepG2.Liver_Cell_line.ENCODE.ENCSR110ZYD.k2	shRNA	SAFB2	HepG2	Liver_Cell_line	ENCODE	ENCSR110ZYD	k2	-1
shRNA.SAFB2.HepG2.Liver_Cell_line.ENCODE.ENCSR110ZYD.c1	shRNA	SAFB2	HepG2	Liver_Cell_line	ENCODE	ENCSR110ZYD	c1	1
shRNA.SAFB2.HepG2.Liver_Cell_line.ENCODE.ENCSR110ZYD.c2	shRNA	SAFB2	HepG2	Liver_Cell_line	ENCODE	ENCSR110ZYD	c2	1
siRNA.ATF3.K562.Haematopoietic_Cell_line.ENCODE.ENCSR045TQN.k1	siRNA	ATF3	K562	Haematopoietic_Cell_line	ENCODE	ENCSR045TQN	k1	-1
siRNA.ATF3.K562.Haematopoietic_Cell_line.ENCODE.ENCSR045TQN.k2	siRNA	ATF3	K562	Haematopoietic_Cell_line	ENCODE	ENCSR045TQN	k2	-1
siRNA.ATF3.K562.Haematopoietic_Cell_line.ENCODE.ENCSR045TQN.c1	siRNA	ATF3	K562	Haematopoietic_Cell_line	ENCODE	ENCSR045TQN	c1	1
siRNA.ATF3.K562.Haematopoietic_Cell_line.ENCODE.ENCSR045TQN.c2	siRNA	ATF3	K562	Haematopoietic_Cell_line	ENCODE	ENCSR045TQN	c2	1
shRNA.HNRNPL.K562.Haematopoietic_Cell_line.ENCODE.ENCSR563YIS.k1	shRNA	HNRNPL	K562	Haematopoietic_Cell_line	ENCODE	ENCSR563YIS	k1	-1
shRNA.HNRNPL.K562.Haematopoietic_Cell_line.ENCODE.ENCSR563YIS.k2	shRNA	HNRNPL	K562	Haematopoietic_Cell_line	ENCODE	ENCSR563YIS	k2	-1
shRNA.HNRNPL.K562.Haematopoietic_Cell_line.ENCODE.ENCSR563YIS.c1	shRNA	HNRNPL	K562	Haematopoietic_Cell_line	ENCODE	ENCSR563YIS	c1	1
shRNA.HNRNPL.K562.Haematopoietic_Cell_line.ENCODE.ENCSR563YIS.c2	shRNA	HNRNPL	K562	Haematopoietic_Cell_line	ENCODE	ENCSR563YIS	c2	1
shRNA.RBM34.HepG2.Liver_Cell_line.ENCODE.ENCSR318HAT.k1	shRNA	RBM34	HepG2	Liver_Cell_line	ENCODE	ENCSR318HAT	k1	-1
shRNA.RBM34.HepG2.Liver_Cell_line.ENCODE.ENCSR318HAT.k2	shRNA	RBM34	HepG2	Liver_Cell_line	ENCODE	ENCSR318HAT	k2	-1
shRNA.RBM34.HepG2.Liver_Cell_line.ENCODE.ENCSR318HAT.c1	shRNA	RBM34	HepG2	Liver_Cell_line	ENCODE	ENCSR318HAT	c1	1
shRNA.RBM34.HepG2.Liver_Cell_line.ENCODE.ENCSR318HAT.c2	shRNA	RBM34	HepG2	Liver_Cell_line	ENCODE	ENCSR318HAT	c2	1
siRNA.CHD1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR181AXM.k1	siRNA	CHD1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR181AXM	k1	-1
siRNA.CHD1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR181AXM.k2	siRNA	CHD1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR181AXM	k2	-1
siRNA.CHD1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR181AXM.c1	siRNA	CHD1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR181AXM	c1	1
siRNA.CHD1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR181AXM.c2	siRNA	CHD1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR181AXM	c2	1
siRNA.STAT5A.K562.Haematopoietic_Cell_line.ENCODE.ENCSR174FUO.k1	siRNA	STAT5A	K562	Haematopoietic_Cell_line	ENCODE	ENCSR174FUO	k1	-1
siRNA.STAT5A.K562.Haematopoietic_Cell_line.ENCODE.ENCSR174FUO.k2	siRNA	STAT5A	K562	Haematopoietic_Cell_line	ENCODE	ENCSR174FUO	k2	-1
siRNA.STAT5A.K562.Haematopoietic_Cell_line.ENCODE.ENCSR174FUO.c1	siRNA	STAT5A	K562	Haematopoietic_Cell_line	ENCODE	ENCSR174FUO	c1	1
siRNA.STAT5A.K562.Haematopoietic_Cell_line.ENCODE.ENCSR174FUO.c2	siRNA	STAT5A	K562	Haematopoietic_Cell_line	ENCODE	ENCSR174FUO	c2	1
CRISPRi.HMBOX1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR942XXL.k1	CRISPRi	HMBOX1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR942XXL	k1	-1
CRISPRi.HMBOX1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR942XXL.k2	CRISPRi	HMBOX1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR942XXL	k2	-1
CRISPRi.HMBOX1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR942XXL.c1	CRISPRi	HMBOX1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR942XXL	c1	1
CRISPRi.HMBOX1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR942XXL.c2	CRISPRi	HMBOX1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR942XXL	c2	1
CRISPRi.ZNF395.K562.Haematopoietic_Cell_line.ENCODE.ENCSR267BHU.k1	CRISPRi	ZNF395	K562	Haematopoietic_Cell_line	ENCODE	ENCSR267BHU	k1	-1
CRISPRi.ZNF395.K562.Haematopoietic_Cell_line.ENCODE.ENCSR267BHU.k2	CRISPRi	ZNF395	K562	Haematopoietic_Cell_line	ENCODE	ENCSR267BHU	k2	-1
CRISPRi.ZNF395.K562.Haematopoietic_Cell_line.ENCODE.ENCSR267BHU.c1	CRISPRi	ZNF395	K562	Haematopoietic_Cell_line	ENCODE	ENCSR267BHU	c1	1
CRISPRi.ZNF395.K562.Haematopoietic_Cell_line.ENCODE.ENCSR267BHU.c2	CRISPRi	ZNF395	K562	Haematopoietic_Cell_line	ENCODE	ENCSR267BHU	c2	1
siRNA.MAFG.K562.Haematopoietic_Cell_line.ENCODE.ENCSR136ZPD.k1	siRNA	MAFG	K562	Haematopoietic_Cell_line	ENCODE	ENCSR136ZPD	k1	-1
siRNA.MAFG.K562.Haematopoietic_Cell_line.ENCODE.ENCSR136ZPD.k2	siRNA	MAFG	K562	Haematopoietic_Cell_line	ENCODE	ENCSR136ZPD	k2	-1
siRNA.MAFG.K562.Haematopoietic_Cell_line.ENCODE.ENCSR136ZPD.c1	siRNA	MAFG	K562	Haematopoietic_Cell_line	ENCODE	ENCSR136ZPD	c1	1
siRNA.MAFG.K562.Haematopoietic_Cell_line.ENCODE.ENCSR136ZPD.c2	siRNA	MAFG	K562	Haematopoietic_Cell_line	ENCODE	ENCSR136ZPD	c2	1
CRISPRi.USF2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR052BWT.k1	CRISPRi	USF2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR052BWT	k1	-1
CRISPRi.USF2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR052BWT.k2	CRISPRi	USF2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR052BWT	k2	-1
CRISPRi.USF2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR052BWT.c1	CRISPRi	USF2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR052BWT	c1	1
CRISPRi.USF2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR052BWT.c2	CRISPRi	USF2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR052BWT	c2	1
shRNA.PCBP2.HepG2.Liver_Cell_line.ENCODE.ENCSR028ITN.k1	shRNA	PCBP2	HepG2	Liver_Cell_line	ENCODE	ENCSR028ITN	k1	-1
shRNA.PCBP2.HepG2.Liver_Cell_line.ENCODE.ENCSR028ITN.k2	shRNA	PCBP2	HepG2	Liver_Cell_line	ENCODE	ENCSR028ITN	k2	-1
shRNA.PCBP2.HepG2.Liver_Cell_line.ENCODE.ENCSR028ITN.c1	shRNA	PCBP2	HepG2	Liver_Cell_line	ENCODE	ENCSR028ITN	c1	1
shRNA.PCBP2.HepG2.Liver_Cell_line.ENCODE.ENCSR028ITN.c2	shRNA	PCBP2	HepG2	Liver_Cell_line	ENCODE	ENCSR028ITN	c2	1
siRNA.CEBPZ.K562.Haematopoietic_Cell_line.ENCODE.ENCSR977SOT.k1	siRNA	CEBPZ	K562	Haematopoietic_Cell_line	ENCODE	ENCSR977SOT	k1	-1
siRNA.CEBPZ.K562.Haematopoietic_Cell_line.ENCODE.ENCSR977SOT.k2	siRNA	CEBPZ	K562	Haematopoietic_Cell_line	ENCODE	ENCSR977SOT	k2	-1
siRNA.CEBPZ.K562.Haematopoietic_Cell_line.ENCODE.ENCSR977SOT.c1	siRNA	CEBPZ	K562	Haematopoietic_Cell_line	ENCODE	ENCSR977SOT	c1	1
siRNA.CEBPZ.K562.Haematopoietic_Cell_line.ENCODE.ENCSR977SOT.c2	siRNA	CEBPZ	K562	Haematopoietic_Cell_line	ENCODE	ENCSR977SOT	c2	1
shRNA.PSIP1.HepG2.Liver_Cell_line.ENCODE.ENCSR744YVR.k1	shRNA	PSIP1	HepG2	Liver_Cell_line	ENCODE	ENCSR744YVR	k1	-1
shRNA.PSIP1.HepG2.Liver_Cell_line.ENCODE.ENCSR744YVR.k2	shRNA	PSIP1	HepG2	Liver_Cell_line	ENCODE	ENCSR744YVR	k2	-1
shRNA.PSIP1.HepG2.Liver_Cell_line.ENCODE.ENCSR744YVR.c1	shRNA	PSIP1	HepG2	Liver_Cell_line	ENCODE	ENCSR744YVR	c1	1
shRNA.PSIP1.HepG2.Liver_Cell_line.ENCODE.ENCSR744YVR.c2	shRNA	PSIP1	HepG2	Liver_Cell_line	ENCODE	ENCSR744YVR	c2	1
shRNA.FIP1L1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR511BNY.k1	shRNA	FIP1L1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR511BNY	k1	-1
shRNA.FIP1L1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR511BNY.k2	shRNA	FIP1L1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR511BNY	k2	-1
shRNA.FIP1L1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR511BNY.c1	shRNA	FIP1L1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR511BNY	c1	1
shRNA.FIP1L1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR511BNY.c2	shRNA	FIP1L1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR511BNY	c2	1
shRNA.ILF3.K562.Haematopoietic_Cell_line.ENCODE.ENCSR269HQA.k1	shRNA	ILF3	K562	Haematopoietic_Cell_line	ENCODE	ENCSR269HQA	k1	-1
shRNA.ILF3.K562.Haematopoietic_Cell_line.ENCODE.ENCSR269HQA.k2	shRNA	ILF3	K562	Haematopoietic_Cell_line	ENCODE	ENCSR269HQA	k2	-1
shRNA.ILF3.K562.Haematopoietic_Cell_line.ENCODE.ENCSR269HQA.c1	shRNA	ILF3	K562	Haematopoietic_Cell_line	ENCODE	ENCSR269HQA	c1	1
shRNA.ILF3.K562.Haematopoietic_Cell_line.ENCODE.ENCSR269HQA.c2	shRNA	ILF3	K562	Haematopoietic_Cell_line	ENCODE	ENCSR269HQA	c2	1
CRISPRi.ZC3H11A.K562.Haematopoietic_Cell_line.ENCODE.ENCSR911BML.k1	CRISPRi	ZC3H11A	K562	Haematopoietic_Cell_line	ENCODE	ENCSR911BML	k1	-1
CRISPRi.ZC3H11A.K562.Haematopoietic_Cell_line.ENCODE.ENCSR911BML.k2	CRISPRi	ZC3H11A	K562	Haematopoietic_Cell_line	ENCODE	ENCSR911BML	k2	-1
CRISPRi.ZC3H11A.K562.Haematopoietic_Cell_line.ENCODE.ENCSR911BML.c1	CRISPRi	ZC3H11A	K562	Haematopoietic_Cell_line	ENCODE	ENCSR911BML	c1	1
CRISPRi.ZC3H11A.K562.Haematopoietic_Cell_line.ENCODE.ENCSR911BML.c2	CRISPRi	ZC3H11A	K562	Haematopoietic_Cell_line	ENCODE	ENCSR911BML	c2	1
shRNA.SSB.HepG2.Liver_Cell_line.ENCODE.ENCSR278CHI.k1	shRNA	SSB	HepG2	Liver_Cell_line	ENCODE	ENCSR278CHI	k1	-1
shRNA.SSB.HepG2.Liver_Cell_line.ENCODE.ENCSR278CHI.k2	shRNA	SSB	HepG2	Liver_Cell_line	ENCODE	ENCSR278CHI	k2	-1
shRNA.SSB.HepG2.Liver_Cell_line.ENCODE.ENCSR278CHI.c1	shRNA	SSB	HepG2	Liver_Cell_line	ENCODE	ENCSR278CHI	c1	1
shRNA.SSB.HepG2.Liver_Cell_line.ENCODE.ENCSR278CHI.c2	shRNA	SSB	HepG2	Liver_Cell_line	ENCODE	ENCSR278CHI	c2	1
CRISPRi.RNF2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR043UMW.k1	CRISPRi	RNF2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR043UMW	k1	-1
CRISPRi.RNF2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR043UMW.k2	CRISPRi	RNF2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR043UMW	k2	-1
CRISPRi.RNF2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR043UMW.c1	CRISPRi	RNF2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR043UMW	c1	1
CRISPRi.RNF2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR043UMW.c2	CRISPRi	RNF2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR043UMW	c2	1
CRISPRi.SETDB1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR819PCU.k1	CRISPRi	SETDB1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR819PCU	k1	-1
CRISPRi.SETDB1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR819PCU.k2	CRISPRi	SETDB1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR819PCU	k2	-1
CRISPRi.SETDB1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR819PCU.k3	CRISPRi	SETDB1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR819PCU	k3	-1
CRISPRi.SETDB1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR819PCU.c1	CRISPRi	SETDB1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR819PCU	c1	1
CRISPRi.SETDB1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR819PCU.c2	CRISPRi	SETDB1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR819PCU	c2	1
CRISPRi.CITED2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR200UDS.k1	CRISPRi	CITED2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR200UDS	k1	-1
CRISPRi.CITED2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR200UDS.k2	CRISPRi	CITED2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR200UDS	k2	-1
CRISPRi.CITED2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR200UDS.c1	CRISPRi	CITED2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR200UDS	c1	1
CRISPRi.CITED2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR200UDS.c2	CRISPRi	CITED2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR200UDS	c2	1
CRISPRi.CTBP1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR171RTN.k1	CRISPRi	CTBP1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR171RTN	k1	-1
CRISPRi.CTBP1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR171RTN.k2	CRISPRi	CTBP1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR171RTN	k2	-1
CRISPRi.CTBP1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR171RTN.c1	CRISPRi	CTBP1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR171RTN	c1	1
CRISPRi.CTBP1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR171RTN.c2	CRISPRi	CTBP1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR171RTN	c2	1
siRNA.ZMIZ1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR509YMP.k1	siRNA	ZMIZ1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR509YMP	k1	-1
siRNA.ZMIZ1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR509YMP.k2	siRNA	ZMIZ1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR509YMP	k2	-1
siRNA.ZMIZ1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR509YMP.c1	siRNA	ZMIZ1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR509YMP	c1	1
siRNA.ZMIZ1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR509YMP.c2	siRNA	ZMIZ1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR509YMP	c2	1
CRISPRi.NRF1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR299HUJ.k1	CRISPRi	NRF1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR299HUJ	k1	-1
CRISPRi.NRF1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR299HUJ.k2	CRISPRi	NRF1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR299HUJ	k2	-1
CRISPRi.NRF1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR299HUJ.k3	CRISPRi	NRF1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR299HUJ	k3	-1
CRISPRi.NRF1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR299HUJ.c1	CRISPRi	NRF1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR299HUJ	c1	1
CRISPRi.NRF1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR299HUJ.c2	CRISPRi	NRF1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR299HUJ	c2	1
shRNA.SRSF4.K562.Haematopoietic_Cell_line.ENCODE.ENCSR697GLD.k1	shRNA	SRSF4	K562	Haematopoietic_Cell_line	ENCODE	ENCSR697GLD	k1	-1
shRNA.SRSF4.K562.Haematopoietic_Cell_line.ENCODE.ENCSR697GLD.k2	shRNA	SRSF4	K562	Haematopoietic_Cell_line	ENCODE	ENCSR697GLD	k2	-1
shRNA.SRSF4.K562.Haematopoietic_Cell_line.ENCODE.ENCSR697GLD.c1	shRNA	SRSF4	K562	Haematopoietic_Cell_line	ENCODE	ENCSR697GLD	c1	1
shRNA.SRSF4.K562.Haematopoietic_Cell_line.ENCODE.ENCSR697GLD.c2	shRNA	SRSF4	K562	Haematopoietic_Cell_line	ENCODE	ENCSR697GLD	c2	1
shRNA.RBFOX2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR336DFS.k1	shRNA	RBFOX2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR336DFS	k1	-1
shRNA.RBFOX2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR336DFS.k2	shRNA	RBFOX2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR336DFS	k2	-1
shRNA.RBFOX2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR336DFS.c1	shRNA	RBFOX2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR336DFS	c1	1
shRNA.RBFOX2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR336DFS.c2	shRNA	RBFOX2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR336DFS	c2	1
siRNA.LMNB2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR669QED.k1	siRNA	LMNB2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR669QED	k1	-1
siRNA.LMNB2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR669QED.k2	siRNA	LMNB2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR669QED	k2	-1
siRNA.LMNB2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR669QED.c1	siRNA	LMNB2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR669QED	c1	1
siRNA.LMNB2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR669QED.c2	siRNA	LMNB2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR669QED	c2	1
shRNA.TAF15.K562.Haematopoietic_Cell_line.ENCODE.ENCSR031RZS.k1	shRNA	TAF15	K562	Haematopoietic_Cell_line	ENCODE	ENCSR031RZS	k1	-1
shRNA.TAF15.K562.Haematopoietic_Cell_line.ENCODE.ENCSR031RZS.k2	shRNA	TAF15	K562	Haematopoietic_Cell_line	ENCODE	ENCSR031RZS	k2	-1
shRNA.TAF15.K562.Haematopoietic_Cell_line.ENCODE.ENCSR031RZS.c1	shRNA	TAF15	K562	Haematopoietic_Cell_line	ENCODE	ENCSR031RZS	c1	1
shRNA.TAF15.K562.Haematopoietic_Cell_line.ENCODE.ENCSR031RZS.c2	shRNA	TAF15	K562	Haematopoietic_Cell_line	ENCODE	ENCSR031RZS	c2	1
CRISPRi.UBTF.K562.Haematopoietic_Cell_line.ENCODE.ENCSR608ORR.k1	CRISPRi	UBTF	K562	Haematopoietic_Cell_line	ENCODE	ENCSR608ORR	k1	-1
CRISPRi.UBTF.K562.Haematopoietic_Cell_line.ENCODE.ENCSR608ORR.k2	CRISPRi	UBTF	K562	Haematopoietic_Cell_line	ENCODE	ENCSR608ORR	k2	-1
CRISPRi.UBTF.K562.Haematopoietic_Cell_line.ENCODE.ENCSR608ORR.c1	CRISPRi	UBTF	K562	Haematopoietic_Cell_line	ENCODE	ENCSR608ORR	c1	1
CRISPRi.UBTF.K562.Haematopoietic_Cell_line.ENCODE.ENCSR608ORR.c2	CRISPRi	UBTF	K562	Haematopoietic_Cell_line	ENCODE	ENCSR608ORR	c2	1
CRISPRi.TBL1XR1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR800PWS.k1	CRISPRi	TBL1XR1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR800PWS	k1	-1
CRISPRi.TBL1XR1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR800PWS.k2	CRISPRi	TBL1XR1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR800PWS	k2	-1
CRISPRi.TBL1XR1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR800PWS.c1	CRISPRi	TBL1XR1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR800PWS	c1	1
CRISPRi.TBL1XR1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR800PWS.c2	CRISPRi	TBL1XR1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR800PWS	c2	1
shRNA.AGO2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR495YSS.k1	shRNA	AGO2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR495YSS	k1	-1
shRNA.AGO2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR495YSS.k2	shRNA	AGO2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR495YSS	k2	-1
shRNA.AGO2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR495YSS.c1	shRNA	AGO2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR495YSS	c1	1
shRNA.AGO2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR495YSS.c2	shRNA	AGO2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR495YSS	c2	1
siRNA.ARID3A.K562.Haematopoietic_Cell_line.ENCODE.ENCSR169DSM.k1	siRNA	ARID3A	K562	Haematopoietic_Cell_line	ENCODE	ENCSR169DSM	k1	-1
siRNA.ARID3A.K562.Haematopoietic_Cell_line.ENCODE.ENCSR169DSM.k2	siRNA	ARID3A	K562	Haematopoietic_Cell_line	ENCODE	ENCSR169DSM	k2	-1
siRNA.ARID3A.K562.Haematopoietic_Cell_line.ENCODE.ENCSR169DSM.k3	siRNA	ARID3A	K562	Haematopoietic_Cell_line	ENCODE	ENCSR169DSM	k3	-1
siRNA.ARID3A.K562.Haematopoietic_Cell_line.ENCODE.ENCSR169DSM.c1	siRNA	ARID3A	K562	Haematopoietic_Cell_line	ENCODE	ENCSR169DSM	c1	1
siRNA.ARID3A.K562.Haematopoietic_Cell_line.ENCODE.ENCSR169DSM.c2	siRNA	ARID3A	K562	Haematopoietic_Cell_line	ENCODE	ENCSR169DSM	c2	1
siRNA.ARID3A.K562.Haematopoietic_Cell_line.ENCODE.ENCSR169DSM.c3	siRNA	ARID3A	K562	Haematopoietic_Cell_line	ENCODE	ENCSR169DSM	c3	1
CRISPRi.LDB1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR046FQX.k1	CRISPRi	LDB1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR046FQX	k1	-1
CRISPRi.LDB1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR046FQX.k2	CRISPRi	LDB1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR046FQX	k2	-1
CRISPRi.LDB1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR046FQX.c1	CRISPRi	LDB1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR046FQX	c1	1
CRISPRi.LDB1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR046FQX.c2	CRISPRi	LDB1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR046FQX	c2	1
siRNA.LMNB1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR656ZOI.k1	siRNA	LMNB1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR656ZOI	k1	-1
siRNA.LMNB1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR656ZOI.k2	siRNA	LMNB1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR656ZOI	k2	-1
siRNA.LMNB1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR656ZOI.c1	siRNA	LMNB1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR656ZOI	c1	1
siRNA.LMNB1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR656ZOI.c2	siRNA	LMNB1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR656ZOI	c2	1
shRNA.GTF2F1.HepG2.Liver_Cell_line.ENCODE.ENCSR295XKC.k1	shRNA	GTF2F1	HepG2	Liver_Cell_line	ENCODE	ENCSR295XKC	k1	-1
shRNA.GTF2F1.HepG2.Liver_Cell_line.ENCODE.ENCSR295XKC.k2	shRNA	GTF2F1	HepG2	Liver_Cell_line	ENCODE	ENCSR295XKC	k2	-1
